text,gold,label,binary_label
"Glad you enjoy your job. Actually I applied for a job with the UN Headquarters for *location* and *location* many years ago and was selected in the top 5 out of 180 applicants, which meant a lot to me, but I didnt get the job in the end :(",3-EMOTION,0.0,0
Yes my job make me work out allot,1-RAPPORT,0.0,0
Ha Ha,8-NO-PERSUASION,0.0,0
I’m sorry about the UN job,8-NO-PERSUASION,0.0,0
"Well, that's life! I did enjoy most of the jobs I ever did",8-NO-PERSUASION,0.0,0
You did ?,1-RAPPORT,0.0,0
"Yes, I worked at quite a lot of different things, so when you asked me before I just mentioned the one I did for the longest time.",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Alright *name,8-NO-PERSUASION,0.0,0
Do you feel I look younger or older ?,1-RAPPORT,0.0,0
And if I may ask,8-NO-PERSUASION,0.0,0
How do you normally spend your leisure time?,1-RAPPORT,0.0,0
I meant you look good.,8-NO-PERSUASION,0.0,0
"To be honest, a lot of guys have seen and liked my profile picture and asked to chat with me, but you are the first I've accepted so far... so I'm new at this!!!!",8-NO-PERSUASION,0.0,0
"I dont work currently, I live alone, visit my grandson and go out with my other sister, my 3 nieces and some friends.",8-NO-PERSUASION,0.0,0
Thanks for the complement,8-NO-PERSUASION,0.0,0
"I love watching movies almost every day, I read, go for walks, gardening, etc.",8-NO-PERSUASION,0.0,0
"If a lot of guys have asked you for a chat and you only gave me the chance,then I’m starting to see the bond from God",1-RAPPORT,0.0,0
Can I keep asking questions or you get bored with them?,1-RAPPORT,0.0,0
"Well, maybe... You must chat with many people?",8-NO-PERSUASION,0.0,0
"Ask me anything, I dont mind!",8-NO-PERSUASION,0.0,0
Since your last break up did you try to get yourself a new man ?,1-RAPPORT,0.0,0
To make you happy and care for you,1-RAPPORT,0.0,0
Love you and always check up on you,1-RAPPORT,0.0,0
"No, not really. It takes me quite a while to get over a relationship. But my last one has been over for since . How about you?",8-NO-PERSUASION,0.0,0
"At first I wanted to be and spend the rest of my life making my daughter happy,just me and her get her the best of the best,always love her for the rest of my life..just her",3-EMOTION,0.0,0
"But I felt I needed someone to wake her up with kiss,a woman that will love me and my girl",3-EMOTION,0.0,0
"Someone I can love care stay with,spend the rest of my life with",3-EMOTION,0.0,0
,8-NO-PERSUASION,0.0,0
Build a new family with my daughter and make a perfect family together,3-EMOTION,0.0,0
And I hate it whenever I leave my little princess alone at home with her nanny missing her dad,3-EMOTION,0.0,0
I discussed with her and she agreed I can get a soul mate for my self,3-EMOTION,0.0,0
Let me stop here though before I start crying,8-NO-PERSUASION,0.0,0
Whoa! Those were quite emotional words! How often do you get to see your little girl?,8-NO-PERSUASION,0.0,0
I quite understand you must feel lonely without her.,8-NO-PERSUASION,0.0,0
Do you have any other family living in *location*?,8-NO-PERSUASION,0.0,0
"Just 2weeks break 3times in a year,till my contract ends",1-RAPPORT,0.0,0
I always make those days with her count,3-EMOTION,0.0,0
Cause I might not get to see her in months,3-EMOTION,0.0,0
I don’t currently have any family living in *location,1-RAPPORT,0.0,0
Just me my friends from work my girl and her nanny,1-RAPPORT,0.0,0
So *child’s name* doesn't have any grandparents? Aunts or Uncles?,8-NO-PERSUASION,0.0,0
"She does,but not in *location",1-RAPPORT,0.0,0
Where were you born?,1-RAPPORT,0.0,0
"Unfortunately my both parents are dead too and I the only child my parents gave birth to, so you see my dear *child’s name*is the apple of my eyes and the only close family I have at the moment,she get to see some of my relatives whenever she’s on break from school,but I do much cherish her that I always want her to be with me always cause my parents were not there for me,but my job is asking for too much and I’m working on getting back to finally stay at home with her so I can see her grow up and take good care of her with my great family",1-RAPPORT,0.0,0
"I was born and raised up in *location*, well my father is a *nationality* , from *location* and my mother is from *location*, where i live.",8-NO-PERSUASION,0.0,0
I was wondering because *child’s name* is a Spanish sounding name!,8-NO-PERSUASION,0.0,0
So do you speak Portuguese?,8-NO-PERSUASION,0.0,0
Do you speak any other languages?,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"I speak fluent English and Spanish and ""Spanglish"" and I understand a little French, but very little Portuguese unless it is spoken very slowly",8-NO-PERSUASION,0.0,0
What school does *child’s name* go to? If she is *age* yrs old she must be headed for 1st grade?,8-NO-PERSUASION,0.0,0
"Yes from my grandmas name I picked,her great grandma",1-RAPPORT,0.0,0
"My name also comes from my Grandma on my morher""s side.",1-RAPPORT,0.0,0
"Yes I speak little Portuguese and I ones worked in *location* at the United nation head quarter in *location*,but I prefer speaking English more",1-RAPPORT,0.0,0
Holla mi amor,1-RAPPORT,0.0,0
Really it’s cool you have your name from your grandma,8-NO-PERSUASION,0.0,0
Yes English is what I call my Mother tongue and Spanish my Native tongue. But I prefer English!,8-NO-PERSUASION,0.0,0
We starting to have so much in common,8-NO-PERSUASION,0.0,0
So much,1-RAPPORT,0.0,0
Actually I should clarify my first name is *name* and my middle name is *name,8-NO-PERSUASION,0.0,0
But I love being called *name,8-NO-PERSUASION,0.0,0
I prefer *name* also tho,8-NO-PERSUASION,0.0,0
Apparently we do have things in common... my father went to school in *location* for a while... before that he went to school in *location,1-RAPPORT,0.0,0
Woo I left *location* 8month ago for *location,1-RAPPORT,0.0,0
What’s your time down there?,8-NO-PERSUASION,0.0,0
Now it's pm. Do you have to be up very early?,8-NO-PERSUASION,0.0,0
Is it getting near your bedtime?,8-NO-PERSUASION,0.0,0
Yes dear,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Pm,8-NO-PERSUASION,0.0,0
But I think I will break rules for you today,1-RAPPORT,0.0,0
So it’s all cool,1-RAPPORT,0.0,0
"Ok, we can talk again soon. What is the best time for you?",8-NO-PERSUASION,0.0,0
I’m still here with you,1-RAPPORT,0.0,0
More questions?,8-NO-PERSUASION,0.0,0
Get to know each other enough tho,1-RAPPORT,0.0,0
Busy?,8-NO-PERSUASION,0.0,0
"Well, I could ask you a million things but not sure what! Ok, so what is your daily routine like?",8-NO-PERSUASION,0.0,0
"No, can keep on a little while. But not too long!",8-NO-PERSUASION,0.0,0
Can I ask then I answer the same question too,8-NO-PERSUASION,0.0,0
My daily routines are,1-RAPPORT,0.0,0
I wake up everyday by and resume to my office by my break 12pm-2I leave office around pm,8-NO-PERSUASION,0.0,0
Chat and drinks with friends and I get to play along with my colleagues inside the base,1-RAPPORT,0.0,0
But I might get so many unplanned issues that will make me report to my office anytime any day,1-RAPPORT,0.0,0
I’m a Military man I’m always prepared,5-AUTHORITY,0.0,0
Wow! That's something we definitely do not have in common. But glad you are busy... what is your rank by the way if I may ask?,8-NO-PERSUASION,0.0,0
I’m a General with the UN Military,5-AUTHORITY,0.0,0
I was not expecting that! Congratlations!,8-NO-PERSUASION,0.0,0
"But unfortunately I don’t want anymore rank,I want to retire very soon so I can take good care of my family",1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Together on the beach,8-NO-PERSUASION,0.0,0
🏖 enjoying summer,8-NO-PERSUASION,0.0,0
I want to give more time to what matter more in life,1-RAPPORT,0.0,0
FAMILY,1-RAPPORT,0.0,0
"So, what time does the sun go down for you in *location*?",8-NO-PERSUASION,0.0,0
Dont you have another 14 months contract to fulfill?,8-NO-PERSUASION,0.0,0
"4-5-6 depends,*location* is very cold",1-RAPPORT,0.0,0
I can imagine!!!,8-NO-PERSUASION,0.0,0
"I will not accept the contract,I have to turn it down to be able to take care of my family and get a good freedom",1-RAPPORT,0.0,0
"Oh! I thought the contract was binding. When are you planning on returning home? This is my last question for today So, let's say goodnight now,",8-NO-PERSUASION,0.0,0
My current contract will expire July ,1-RAPPORT,0.0,0
So I think I’m done after then,8-NO-PERSUASION,0.0,0
"Ok, I get it now. So sweet dreams, talk soon.",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"😊good night dear, talk to you tomorrow",1-RAPPORT,0.0,0
Lovely! Bye. am,8-NO-PERSUASION,0.0,0
Good morning gorgeous *name*.,1-RAPPORT,0.0,0
Hi! I'm sorry I was not available earlier. How are you,8-NO-PERSUASION,0.0,0
?,8-NO-PERSUASION,0.0,0
I was running errands in the morning and later a friend came to visit... She just left!,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"Raining here, and cloudy. Seems we'll be having bad weather until the weekend.",8-NO-PERSUASION,0.0,0
"Well, if you're not busy, maybe we can talk later. Hope you had a good day!",8-NO-PERSUASION,0.0,0
Hey gorgeous I’m free now,1-RAPPORT,0.0,0
Was busy with work also,1-RAPPORT,0.0,0
How was your day,8-NO-PERSUASION,0.0,0
Busy too!,1-RAPPORT,0.0,0
Have you had your evening meal yet?,8-NO-PERSUASION,0.0,0
Not yet *name,1-RAPPORT,0.0,0
What time do you usually have it? And do you eat by yourself or with mates on the base?,8-NO-PERSUASION,0.0,0
Yes I eat together with my colleagues sometimes but I have my personal mini apartment and I get to cook by my self or eat junks,1-RAPPORT,0.0,0
Did you eat dinner yet gorgeous,1-RAPPORT,0.0,0
"No, not yet, but I had a late tea. What time do you usually have dinner? You must be getting hungry?",8-NO-PERSUASION,0.0,0
Yes I’m starving,1-RAPPORT,0.0,0
But I will get my self fixed up latter tho,8-NO-PERSUASION,0.0,0
Can I ask some few questions this night pretty,1-RAPPORT,0.0,0
"No, go get something to eat and then come back and ask me whatever you like!",8-NO-PERSUASION,0.0,0
I wont be going to bed early.,8-NO-PERSUASION,0.0,0
Alright,8-NO-PERSUASION,0.0,0
Do you know about google hangout ?,8-NO-PERSUASION,0.0,0
I've heard about it but dont have it installed on my phone! What are the advantages?,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
We can text or communicate with the platform,1-RAPPORT,0.0,0
You can install it in your phone so we can text each other on with the application,1-RAPPORT,0.0,0
"Ok, I'll try now",8-NO-PERSUASION,0.0,0
Alright dear,1-RAPPORT,0.0,0
Let me know when you have it installed,1-RAPPORT,0.0,0
I downloaded it but dont know how to find you on there!,8-NO-PERSUASION,0.0,0
Do you have a gmail account ?,1-RAPPORT,0.0,0
Yes,8-NO-PERSUASION,0.0,0
Add *email address,1-RAPPORT,0.0,0
I will reply you,1-RAPPORT,0.0,0
Pretty,1-RAPPORT,0.0,0
Still busy?,1-RAPPORT,0.0,0
"Sorry, my sister called. Give me ten minutes. Do you need my gmail address?",8-NO-PERSUASION,0.0,0
Do you mean add your gmail to my contacts or in Hangouts?,8-NO-PERSUASION,0.0,0
Yes so I can add you from here,8-NO-PERSUASION,0.0,0
Yes you have to add my gmail to your hangout,8-NO-PERSUASION,0.0,0
Or let me add yours from here,8-NO-PERSUASION,0.0,0
"Ok, mine is *email address",8-NO-PERSUASION,0.0,0
I sent you a text from Hangouts after adding your gmail but you may not see it immediately. At least that is what Hangouts said when I installed it. Said it could take up to 48 hs to work. Let me know if you see my texts or not!,8-NO-PERSUASION,0.0,0
"You may be getting ready for bed now? If so, we could try again tomorrow, or later if you dont mind staying up late. Just in case, have a good night!!",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"Hi, I'm here!",1-RAPPORT,0.0,0
I’m here,8-NO-PERSUASION,0.0,0
Also,8-NO-PERSUASION,0.0,0
Hangouts keeps sending me a message that you are not accepting my invitation to chat!,8-NO-PERSUASION,0.0,0
I left you a few texts!,8-NO-PERSUASION,0.0,0
I’m trying to add you from here,8-NO-PERSUASION,0.0,0
"Oh, ok!",8-NO-PERSUASION,0.0,0
Did you get any invite now from me ?,8-NO-PERSUASION,0.0,0
I'll check but I dont think so.Hold on!,8-NO-PERSUASION,0.0,0
Alright,8-NO-PERSUASION,0.0,0
Nope! Nothing so far..,8-NO-PERSUASION,0.0,0
Gorgeous can you resend your email,1-RAPPORT,0.0,0
If you want to talk more tonight lets just stay here...,8-NO-PERSUASION,0.0,0
Ok *email address,8-NO-PERSUASION,0.0,0
I’m about to sleep *name,1-RAPPORT,0.0,0
Can you recheck again,7-PRESSURE,0.0,0
Do you set any picture for your hangouts display picture,1-RAPPORT,0.0,0
"Yes, I got the invite, so you can talk with me tomorrow on Hangouts or here! Goodnight.",8-NO-PERSUASION,0.0,0
I prefer hangout dear,1-RAPPORT,0.0,0
"No, no picture, remember I'm just learning to use HO",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Talk to you you tomorrow,1-RAPPORT,0.0,0
Ok,8-NO-PERSUASION,0.0,0
Alright pretty,1-RAPPORT,0.0,0
Sweet dreams,1-RAPPORT,0.0,0
Can you reply me with capital VVV,8-NO-PERSUASION,0.0,0
So I can be sure it’s you,8-NO-PERSUASION,0.0,0
I sent a sticker that says Hi in green!,8-NO-PERSUASION,0.0,0
"Sure I can see the sticker,",8-NO-PERSUASION,0.0,0
Good night gorgeous,1-RAPPORT,0.0,0
Good night !,8-NO-PERSUASION,0.0,0
I had such a wonderful drelast night. You were in it! You are so beautiful and wonderful..good morning *name* pm,1-RAPPORT,0.0,0
Hello *name,1-RAPPORT,0.0,0
"Hi there!, sorry, not at home now, but will be back in aprox 3 hs. So text me then if you can! Then you can tell me about your dream!",8-NO-PERSUASION,0.0,0
Or later is ok too!,8-NO-PERSUASION,0.0,0
Alright dearest I will surely do,1-RAPPORT,0.0,0
I’m also on break at the moment tho,8-NO-PERSUASION,0.0,0
Thanks for your patience!,8-NO-PERSUASION,0.0,0
But there will always be time for you anytime,1-RAPPORT,0.0,0
You welcome gorgeous,1-RAPPORT,0.0,0
"Ok, bye for now",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"Ok, I'm home now if this is a good time for you...",8-NO-PERSUASION,0.0,0
Hey gorgeous I’m here now,1-RAPPORT,0.0,0
How has your day been dear,1-RAPPORT,0.0,0
Hectic! One of my cousins was preparing to move apartments so i went over to help pack up her things. Feeling a bit tired. You?,8-NO-PERSUASION,0.0,0
Oh I’m sorry about your day I think you should get some rest as soon as possible,1-RAPPORT,0.0,0
My day went well,1-RAPPORT,0.0,0
I was busy with some new task here but I have it handled by one of my boys,8-NO-PERSUASION,0.0,0
Did you used drugs already dear,1-RAPPORT,0.0,0
What do you mean drugs?,8-NO-PERSUASION,0.0,0
Prescription or the other kind???,1-RAPPORT,0.0,0
Had some Paracetamol for backache...,8-NO-PERSUASION,0.0,0
Tried some weed when I was a teenager but nothing else.,8-NO-PERSUASION,0.0,0
And never since! You?,8-NO-PERSUASION,0.0,0
Didn't imagine this would come up! Ha ha!,8-NO-PERSUASION,0.0,0
"Ok, I see you are busy. Talk later if you can?",8-NO-PERSUASION,0.0,0
Dear you have stressed your self allot today....I feel you should get some pain killers and get some rest,1-RAPPORT,0.0,0
Paracetamol is good,8-NO-PERSUASION,0.0,0
I'm just laying on my bed resting now..,8-NO-PERSUASION,0.0,0
"Weed haha,before I joined the Military I had to keep my self clear for 3years cause the drug test was a key problem then in getting into the ranger camp",1-RAPPORT,0.0,0
That was the last time I did drugs,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Thank you for telling me that!,8-NO-PERSUASION,0.0,0
Yes I’m a little bit busy but I will always be here for your ma’,1-RAPPORT,0.0,0
When did you join the military? How old were you?,8-NO-PERSUASION,0.0,0
Where did you do your training...?,8-NO-PERSUASION,0.0,0
Sorry I have so many questions for you... you could always answer them later or tomorrow if you are busy,8-NO-PERSUASION,0.0,0
So I'll ask anyway...,8-NO-PERSUASION,0.0,0
Can you tell me about your dreor is it too much?,8-NO-PERSUASION,0.0,0
I was 24 when I joined the ranger,1-RAPPORT,0.0,0
My dad influenced me like have said,1-RAPPORT,0.0,0
Lol I will always answer you pretty,1-RAPPORT,0.0,0
Cause you beginning to mean allot to my life,1-RAPPORT,0.0,0
"Also, what does the *name* stand for in your name *Instagrusername",8-NO-PERSUASION,0.0,0
"Oh I that is my Military stages name,I so much loved it I had to add it together with my *initials* which stands for *name* for my username",1-RAPPORT,0.0,0
Before I tell you about my dream,2-NEGOTIATE,0.0,0
Do you believe in distance relationship?,1-RAPPORT,0.0,0
"Well, I had not considered it til now. I mean, so far I like you a lot, but I feel we've only just begun to know each other...",8-NO-PERSUASION,0.0,0
"You've told me what you're looking for. You've been very clear. I honestly not sure yet, but not because I don't like you because I do, and I also fantazise about you...Sometimes",8-NO-PERSUASION,0.0,0
I can't sleep thinking about you,8-NO-PERSUASION,0.0,0
So I wont be shocked by your dre!!!,8-NO-PERSUASION,0.0,0
Aww you are so sweet,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
"I have spent my last 3days going to bed thinking about you,thinking about how to love and care for you for the rest of my life and also get loved back,,,I was not surprised after I had dreams of you",1-RAPPORT,0.0,0
You were in a white gown with roses,3-EMOTION,0.0,0
🌹 all around you just smiling at me,8-NO-PERSUASION,0.0,0
I woke up feeling like a teenager that got his first kiss,1-RAPPORT,0.0,0
I’m really into you,1-RAPPORT,0.0,0
"I want to love care cherish you,call you my woman make you my family and be everything to you *name",1-RAPPORT,0.0,0
"I want you to be my life,",1-RAPPORT,0.0,0
I want you to be the reason why I wake up and smile,1-RAPPORT,0.0,0
😊 cause I know truly I’m in love with you,1-RAPPORT,0.0,0
I want you as my woman honey,1-RAPPORT,0.0,0
Please don’t turn me down,2-NEGOTIATE,0.0,0
My daughter will be so happy to have a new mother like you,3-EMOTION,0.0,0
You are the perfect woman for my life and for my daughter,1-RAPPORT,0.0,0
You are so romantic!!!!,8-NO-PERSUASION,0.0,0
The only thing I worry about is that we really need to get to know each other a lot more,8-NO-PERSUASION,0.0,0
I'm afraid that you are falling in love with a fantasy and not the real me... and I doing the same because we are both so lonely!,8-NO-PERSUASION,0.0,0
How long is it since you've been with a woman.?,8-NO-PERSUASION,0.0,0
"I haven't been with any man for quite a few years now, so all your words are so welcome and flattering.",8-NO-PERSUASION,0.0,0
And that was a lovely dream!,8-NO-PERSUASION,0.0,0
I also get butterflies thinking of you.,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
To be sincere since my wife died,1-RAPPORT,0.0,0
How long ago was that?,8-NO-PERSUASION,0.0,0
"I loved her so much I would not replace her with anyone, but now I found love I found you I found a new soul mate",1-RAPPORT,0.0,0
9years,1-RAPPORT,0.0,0
How old was *child’s name* when she died?,8-NO-PERSUASION,0.0,0
I was going to send 4years * that was a typo *child’s name* was just 1 year plus,1-RAPPORT,0.0,0
She never got to know her mom,3-EMOTION,0.0,0
I lost my first daughter 9 years ago,3-EMOTION,0.0,0
*child’s name,8-NO-PERSUASION,0.0,0
So first *child’s name* died at age?? And then your wife?,8-NO-PERSUASION,0.0,0
"Yes it was *child’s name* then my wife, it was a bad experience for me,can we have a pause on this topic for now dear",3-EMOTION,0.0,0
Are you still feeling stressed?,1-RAPPORT,0.0,0
"Its fine, i know this must be sad for you.",8-NO-PERSUASION,0.0,0
"No, i feel better now.",8-NO-PERSUASION,0.0,0
The paracetamol worked,8-NO-PERSUASION,0.0,0
Yes! So do you feel like talking about something else or asking me anything??,8-NO-PERSUASION,0.0,0
Can I ask a question?,1-RAPPORT,0.0,0
Sure!,8-NO-PERSUASION,0.0,0
Pls don’t be shy to answer gorgeous,1-RAPPORT,0.0,0
"Honey are you going to be my life , my wife ,my love , the mother of my kid ,my everything...",1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Let us stop living fantasy,1-RAPPORT,0.0,0
Let us make it real honey,1-RAPPORT,0.0,0
Let me have a reason to life,7-PRESSURE,0.0,0
Pls be my reason to live,7-PRESSURE,0.0,0
"I want you to be everything,I want to stop living in fantasy with you I want to love you in the real world and get loved back",1-RAPPORT,0.0,0
I’m in love with you,1-RAPPORT,0.0,0
Please be my woman,1-RAPPORT,0.0,0
"There's no one else in my life. I'm not shy, I just had not considered having another partner till I started talking to you. But there are practical things to consider!!! For example I'd have to meet *child’s name* and you in person. I'd have to know what you'd expect from me? For example, where would we live? Would we get married? Remember I have family in *location* that are important to me! I think you are rushing things a little but that is because you are romantic and you are so nice.",8-NO-PERSUASION,0.0,0
It would be goo,8-NO-PERSUASION,0.0,0
"Sorry, good to talk much more before making such an important commitment to each other!",8-NO-PERSUASION,0.0,0
Yes but I just want you to have that in mind,8-NO-PERSUASION,0.0,0
Because I will actually leave Instagrsoon and talk only to you,3-EMOTION,0.0,0
I already do have all that in mind !!! Why do you think I'm having trouble sleeping at night!!!,8-NO-PERSUASION,0.0,0
I'm imagining all the possible scenarios!,8-NO-PERSUASION,0.0,0
What do you mean you will leave Instagram? For tonight? Or what?,8-NO-PERSUASION,0.0,0
Last question: is the gmail account you gave me your private email.?,8-NO-PERSUASION,0.0,0
I just wanna leave here for some months and focus fully on you my love,1-RAPPORT,0.0,0
And about your family I will make proper arrangements to come over and show them who is about to steal your heart away,3-EMOTION,0.0,0
Yes shy did you ask ?,8-NO-PERSUASION,0.0,0
Just wondering as it would be another way to communicate. dont use my gmail much. I have,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Anorher email I use more *email address,8-NO-PERSUASION,0.0,0
Alright honey,1-RAPPORT,0.0,0
I will save that up right away,8-NO-PERSUASION,0.0,0
Babe do I have your assurance,3-EMOTION,0.0,0
Can I tell my daughter that you will soon be home for her for us for the family,3-EMOTION,0.0,0
Should I allow my heart to be in anxious for you,3-EMOTION,0.0,0
For yours,8-NO-PERSUASION,0.0,0
"I think that's premature, telling your daughter I mean.",8-NO-PERSUASION,0.0,0
But we can definitely keep on getting to know each other,8-NO-PERSUASION,0.0,0
Will you still talk to me on Instagror not?,8-NO-PERSUASION,0.0,0
"Yes I will but not for long dear,I prefer the google hangouts",1-RAPPORT,0.0,0
Ok. Do you have to go now?,8-NO-PERSUASION,0.0,0
"Also, do you ever use Whatsapp?",8-NO-PERSUASION,0.0,0
"I used to,my job made me stop using WhatsApp",1-RAPPORT,0.0,0
Can I take some minutes off dear,1-RAPPORT,0.0,0
Sure! I'll go get some dinner for myself!,8-NO-PERSUASION,0.0,0
What are you eating for dinner honey?,1-RAPPORT,0.0,0
"Not sure yet, probably some veggies or salad with chicken..",8-NO-PERSUASION,0.0,0
Yummy,1-RAPPORT,0.0,0
